Domain,Area,Element,Months,Year,Value
Temperature change,Oceania,Temperature change,July,2010,1.147
Temperature change,Oceania,Temperature change,July,2011,0.686
Temperature change,Oceania,Temperature change,July,2012,-0.086
Temperature change,Oceania,Temperature change,July,2013,1.587
Temperature change,Oceania,Temperature change,July,2014,0.468
Temperature change,Oceania,Temperature change,July,2015,0.575
Temperature change,Oceania,Temperature change,July,2016,1.163
Temperature change,Oceania,Temperature change,July,2017,1.69
Temperature change,Oceania,Temperature change,July,2018,1.204
Temperature change,Oceania,Temperature change,July,2019,1.382
Temperature change,Oceania,Temperature change,July,2020,0.95
Temperature change,Oceania,Temperature change,August,1990,-0.112
Temperature change,Oceania,Temperature change,August,1991,0.47
Temperature change,Oceania,Temperature change,August,1992,0.357
Temperature change,Oceania,Temperature change,August,1993,0.792
Temperature change,Oceania,Temperature change,August,1994,-0.149
Temperature change,Oceania,Temperature change,August,1995,1.215
Temperature change,Oceania,Temperature change,August,1996,0.843
Temperature change,Oceania,Temperature change,August,1997,0.148
Temperature change,Oceania,Temperature change,August,1998,1.646
Temperature change,Oceania,Temperature change,August,1999,0.983
Temperature change,Oceania,Temperature change,August,2000,0.327
Temperature change,Oceania,Temperature change,August,2001,0.322
Temperature change,Oceania,Temperature change,August,2002,0.458
Temperature change,Oceania,Temperature change,August,2003,0.738
Temperature change,Oceania,Temperature change,August,2004,0.08
Temperature change,Oceania,Temperature change,August,2005,0.629
Temperature change,Oceania,Temperature change,August,2006,1.095
Temperature change,Oceania,Temperature change,August,2007,1.133
Temperature change,Oceania,Temperature change,August,2008,-0.465
Temperature change,Oceania,Temperature change,August,2009,2.419
Temperature change,Oceania,Temperature change,August,2010,0.35
Temperature change,Oceania,Temperature change,August,2011,1.11
Temperature change,Oceania,Temperature change,August,2012,0.471
Temperature change,Oceania,Temperature change,August,2013,1.689
Temperature change,Oceania,Temperature change,August,2014,0.386
Temperature change,Oceania,Temperature change,August,2015,0.764
Temperature change,Oceania,Temperature change,August,2016,0.699
Temperature change,Oceania,Temperature change,August,2017,1.187
Temperature change,Oceania,Temperature change,August,2018,0.241
Temperature change,Oceania,Temperature change,August,2019,0.399
Temperature change,Oceania,Temperature change,August,2020,1.31
Temperature change,Oceania,Temperature change,September,1990,0.156
Temperature change,Oceania,Temperature change,September,1991,0.696
Temperature change,Oceania,Temperature change,September,1992,0.094
Temperature change,Oceania,Temperature change,September,1993,0.285
Temperature change,Oceania,Temperature change,September,1994,0.24
Temperature change,Oceania,Temperature change,September,1995,1.277
Temperature change,Oceania,Temperature change,September,1996,0.813
Temperature change,Oceania,Temperature change,September,1997,1.22
Temperature change,Oceania,Temperature change,September,1998,1.526
Temperature change,Oceania,Temperature change,September,1999,1.402
Temperature change,Oceania,Temperature change,September,2000,1.758
Temperature change,Oceania,Temperature change,September,2001,1.193
Temperature change,Oceania,Temperature change,September,2002,1.228
Temperature change,Oceania,Temperature change,September,2003,1.331
Temperature change,Oceania,Temperature change,September,2004,0.017
Temperature change,Oceania,Temperature change,September,2005,1.323
Temperature change,Oceania,Temperature change,September,2006,1.358
Temperature change,Oceania,Temperature change,September,2007,1.292
Temperature change,Oceania,Temperature change,September,2008,1.497
Temperature change,Oceania,Temperature change,September,2009,1.347
Temperature change,Oceania,Temperature change,September,2010,0.526
Temperature change,Oceania,Temperature change,September,2011,0.409
Temperature change,Oceania,Temperature change,September,2012,1.222
Temperature change,Oceania,Temperature change,September,2013,2.631
Temperature change,Oceania,Temperature change,September,2014,1.344
Temperature change,Oceania,Temperature change,September,2015,0.539
Temperature change,Oceania,Temperature change,September,2016,0.41
Temperature change,Oceania,Temperature change,September,2017,1.444
Temperature change,Oceania,Temperature change,September,2018,0.769
Temperature change,Oceania,Temperature change,September,2019,1.133
Temperature change,Oceania,Temperature change,September,2020,2.367
Temperature change,Oceania,Temperature change,October,1990,0.644
Temperature change,Oceania,Temperature change,October,1991,1.394
Temperature change,Oceania,Temperature change,October,1992,-0.347
Temperature change,Oceania,Temperature change,October,1993,-0.28
Temperature change,Oceania,Temperature change,October,1994,0.624
Temperature change,Oceania,Temperature change,October,1995,0.182
Temperature change,Oceania,Temperature change,October,1996,0.765
Temperature change,Oceania,Temperature change,October,1997,0.74
Temperature change,Oceania,Temperature change,October,1998,0.9
Temperature change,Oceania,Temperature change,October,1999,0.906
Temperature change,Oceania,Temperature change,October,2000,0.087
Temperature change,Oceania,Temperature change,October,2001,-0.597
Temperature change,Oceania,Temperature change,October,2002,0.941
Temperature change,Oceania,Temperature change,October,2003,-0.197
Temperature change,Oceania,Temperature change,October,2004,1.629
Temperature change,Oceania,Temperature change,October,2005,1.354
Temperature change,Oceania,Temperature change,October,2006,1.42
Temperature change,Oceania,Temperature change,October,2007,1.362
Temperature change,Oceania,Temperature change,October,2008,1.638
Temperature change,Oceania,Temperature change,October,2009,0.49
Temperature change,Oceania,Temperature change,October,2010,-0.044
Temperature change,Oceania,Temperature change,October,2011,0.67
Temperature change,Oceania,Temperature change,October,2012,0.95
Temperature change,Oceania,Temperature change,October,2013,1.587
Temperature change,Oceania,Temperature change,October,2014,1.906
Temperature change,Oceania,Temperature change,October,2015,2.756
Temperature change,Oceania,Temperature change,October,2016,-0.084
Temperature change,Oceania,Temperature change,October,2017,1.586
Temperature change,Oceania,Temperature change,October,2018,1.804
Temperature change,Oceania,Temperature change,October,2019,1.934
Temperature change,Oceania,Temperature change,October,2020,1.142
Temperature change,Oceania,Temperature change,November,1990,1.541
Temperature change,Oceania,Temperature change,November,1991,0.254
Temperature change,Oceania,Temperature change,November,1992,-0.822
Temperature change,Oceania,Temperature change,November,1993,0.674
Temperature change,Oceania,Temperature change,November,1994,0.453
Temperature change,Oceania,Temperature change,November,1995,0.624
Temperature change,Oceania,Temperature change,November,1996,0.161
Temperature change,Oceania,Temperature change,November,1997,0.962
Temperature change,Oceania,Temperature change,November,1998,0.289
Temperature change,Oceania,Temperature change,November,1999,-1.031
Temperature change,Oceania,Temperature change,November,2000,0.519
Temperature change,Oceania,Temperature change,November,2001,-0.187
Temperature change,Oceania,Temperature change,November,2002,1.541
Temperature change,Oceania,Temperature change,November,2003,0.85
Temperature change,Oceania,Temperature change,November,2004,0.53
Temperature change,Oceania,Temperature change,November,2005,0.97
Temperature change,Oceania,Temperature change,November,2006,1.563
Temperature change,Oceania,Temperature change,November,2007,0.848
Temperature change,Oceania,Temperature change,November,2008,0.281
Temperature change,Oceania,Temperature change,November,2009,1.995
Temperature change,Oceania,Temperature change,November,2010,-0.268
Temperature change,Oceania,Temperature change,November,2011,0.585
Temperature change,Oceania,Temperature change,November,2012,1.393
Temperature change,Oceania,Temperature change,November,2013,0.775
Temperature change,Oceania,Temperature change,November,2014,1.891
Temperature change,Oceania,Temperature change,November,2015,1.986
Temperature change,Oceania,Temperature change,November,2016,0.794
Temperature change,Oceania,Temperature change,November,2017,1.054
Temperature change,Oceania,Temperature change,November,2018,0.901
Temperature change,Oceania,Temperature change,November,2019,1.158
Temperature change,Oceania,Temperature change,November,2020,2.262
Temperature change,Oceania,Temperature change,December,1990,1.247
Temperature change,Oceania,Temperature change,December,1991,0.039
Temperature change,Oceania,Temperature change,December,1992,-0.302
Temperature change,Oceania,Temperature change,December,1993,-0.342
Temperature change,Oceania,Temperature change,December,1994,0.969
Temperature change,Oceania,Temperature change,December,1995,-0.106
Temperature change,Oceania,Temperature change,December,1996,0.246
Temperature change,Oceania,Temperature change,December,1997,1.057
Temperature change,Oceania,Temperature change,December,1998,0.369
Temperature change,Oceania,Temperature change,December,1999,-0.612
Temperature change,Oceania,Temperature change,December,2000,0.184
Temperature change,Oceania,Temperature change,December,2001,-0.309
Temperature change,Oceania,Temperature change,December,2002,1.052
Temperature change,Oceania,Temperature change,December,2003,1.145
Temperature change,Oceania,Temperature change,December,2004,0.625
Temperature change,Oceania,Temperature change,December,2005,1.152
Temperature change,Oceania,Temperature change,December,2006,0.425
Temperature change,Oceania,Temperature change,December,2007,0.379
Temperature change,Oceania,Temperature change,December,2008,0.312
Temperature change,Oceania,Temperature change,December,2009,1.002
Temperature change,Oceania,Temperature change,December,2010,-0.24
Temperature change,Oceania,Temperature change,December,2011,-0.141
Temperature change,Oceania,Temperature change,December,2012,1.321
Temperature change,Oceania,Temperature change,December,2013,0.904
Temperature change,Oceania,Temperature change,December,2014,1.063
Temperature change,Oceania,Temperature change,December,2015,1.225
Temperature change,Oceania,Temperature change,December,2016,0.937
Temperature change,Oceania,Temperature change,December,2017,1.33
Temperature change,Oceania,Temperature change,December,2018,1.991
Temperature change,Oceania,Temperature change,December,2019,2.925
Temperature change,Oceania,Temperature change,December,2020,0.356
Temperature change,Europe,Temperature change,January,1990,1.685
Temperature change,Europe,Temperature change,January,1991,1.846
Temperature change,Europe,Temperature change,January,1992,2.549
Temperature change,Europe,Temperature change,January,1993,3.275
Temperature change,Europe,Temperature change,January,1994,0.941
Temperature change,Europe,Temperature change,January,1995,3.111
Temperature change,Europe,Temperature change,January,1996,0.925
Temperature change,Europe,Temperature change,January,1997,0.568
Temperature change,Europe,Temperature change,January,1998,1.118
Temperature change,Europe,Temperature change,January,1999,0.869
Temperature change,Europe,Temperature change,January,2000,0.237
Temperature change,Europe,Temperature change,January,2001,0.145
Temperature change,Europe,Temperature change,January,2002,2.474
Temperature change,Europe,Temperature change,January,2003,1.361
Temperature change,Europe,Temperature change,January,2004,1.962
Temperature change,Europe,Temperature change,January,2005,3.337
Temperature change,Europe,Temperature change,January,2006,-2.115
Temperature change,Europe,Temperature change,January,2007,6.049
Temperature change,Europe,Temperature change,January,2008,2.016
Temperature change,Europe,Temperature change,January,2009,1.892
Temperature change,Europe,Temperature change,January,2010,-1.196
Temperature change,Europe,Temperature change,January,2011,1.493
Temperature change,Europe,Temperature change,January,2012,1.498
Temperature change,Europe,Temperature change,January,2013,0.49
Temperature change,Europe,Temperature change,January,2014,0.186
Temperature change,Europe,Temperature change,January,2015,2.985
Temperature change,Europe,Temperature change,January,2016,1.709
Temperature change,Europe,Temperature change,January,2017,2.05
Temperature change,Europe,Temperature change,January,2018,2.741
Temperature change,Europe,Temperature change,January,2019,2.388
Temperature change,Europe,Temperature change,January,2020,5.588
Temperature change,Europe,Temperature change,February,1990,3.846
Temperature change,Europe,Temperature change,February,1991,-0.49
Temperature change,Europe,Temperature change,February,1992,3.316
Temperature change,Europe,Temperature change,February,1993,3.454
Temperature change,Europe,Temperature change,February,1994,-0.056
Temperature change,Europe,Temperature change,February,1995,6.405
Temperature change,Europe,Temperature change,February,1996,1.325
Temperature change,Europe,Temperature change,February,1997,2.653
Temperature change,Europe,Temperature change,February,1998,1.419
Temperature change,Europe,Temperature change,February,1999,2.443
Temperature change,Europe,Temperature change,February,2000,3.849
Temperature change,Europe,Temperature change,February,2001,0.458
Temperature change,Europe,Temperature change,February,2002,4.593
Temperature change,Europe,Temperature change,February,2003,1.07
Temperature change,Europe,Temperature change,February,2004,1.939
Temperature change,Europe,Temperature change,February,2005,0.222
Temperature change,Europe,Temperature change,February,2006,0.511
Temperature change,Europe,Temperature change,February,2007,0.491
Temperature change,Europe,Temperature change,February,2008,4.105
Temperature change,Europe,Temperature change,February,2009,-0.271
Temperature change,Europe,Temperature change,February,2010,-1.08
Temperature change,Europe,Temperature change,February,2011,0.06
Temperature change,Europe,Temperature change,February,2012,0.226
Temperature change,Europe,Temperature change,February,2013,1.48
Temperature change,Europe,Temperature change,February,2014,2.319
Temperature change,Europe,Temperature change,February,2015,4.512
Temperature change,Europe,Temperature change,February,2016,5.337
Temperature change,Europe,Temperature change,February,2017,3.896
Temperature change,Europe,Temperature change,February,2018,2.1
Temperature change,Europe,Temperature change,February,2019,3.717
Temperature change,Europe,Temperature change,February,2020,6.252
Temperature change,Europe,Temperature change,March,1990,3.193
Temperature change,Europe,Temperature change,March,1991,0.976
Temperature change,Europe,Temperature change,March,1992,1.835
Temperature change,Europe,Temperature change,March,1993,2.169
Temperature change,Europe,Temperature change,March,1994,1.597
Temperature change,Europe,Temperature change,March,1995,2.623
Temperature change,Europe,Temperature change,March,1996,0.95
Temperature change,Europe,Temperature change,March,1997,2.963
Temperature change,Europe,Temperature change,March,1998,1.552
Temperature change,Europe,Temperature change,March,1999,-1.596
Temperature change,Europe,Temperature change,March,2000,2.288
Temperature change,Europe,Temperature change,March,2001,1.275
Temperature change,Europe,Temperature change,March,2002,4.442
Temperature change,Europe,Temperature change,March,2003,2.466
Temperature change,Europe,Temperature change,March,2004,1.48
Temperature change,Europe,Temperature change,March,2005,0.879
Temperature change,Europe,Temperature change,March,2006,0.721
Temperature change,Europe,Temperature change,March,2007,3.227
Temperature change,Europe,Temperature change,March,2008,4.314
Temperature change,Europe,Temperature change,March,2009,1.547
Temperature change,Europe,Temperature change,March,2010,0.509
Temperature change,Europe,Temperature change,March,2011,3.582
Temperature change,Europe,Temperature change,March,2012,1.202
Temperature change,Europe,Temperature change,March,2013,-1.037
Temperature change,Europe,Temperature change,March,2014,4.783
Temperature change,Europe,Temperature change,March,2015,3.836
Temperature change,Europe,Temperature change,March,2016,3.911
Temperature change,Europe,Temperature change,March,2017,6.35
Temperature change,Europe,Temperature change,March,2018,0.111
Temperature change,Europe,Temperature change,March,2019,4.634
Temperature change,Europe,Temperature change,March,2020,5.18
Temperature change,Europe,Temperature change,April,1990,0.723
Temperature change,Europe,Temperature change,April,1991,0.885
Temperature change,Europe,Temperature change,April,1992,-0.501
Temperature change,Europe,Temperature change,April,1993,0.32
Temperature change,Europe,Temperature change,April,1994,0.955
Temperature change,Europe,Temperature change,April,1995,2.25
Temperature change,Europe,Temperature change,April,1996,0.022
Temperature change,Europe,Temperature change,April,1997,2.901
Temperature change,Europe,Temperature change,April,1998,-0.312
Temperature change,Europe,Temperature change,April,1999,0.776
Temperature change,Europe,Temperature change,April,2000,3.035
Temperature change,Europe,Temperature change,April,2001,1.177
Temperature change,Europe,Temperature change,April,2002,1.197
Temperature change,Europe,Temperature change,April,2003,1.093
Temperature change,Europe,Temperature change,April,2004,0.26
Temperature change,Europe,Temperature change,April,2005,1.618
Temperature change,Europe,Temperature change,April,2006,-0.725
Temperature change,Europe,Temperature change,April,2007,3.605
Temperature change,Europe,Temperature change,April,2008,1.141
Temperature change,Europe,Temperature change,April,2009,2.169
Temperature change,Europe,Temperature change,April,2010,1.096
Temperature change,Europe,Temperature change,April,2011,3.604
Temperature change,Europe,Temperature change,April,2012,2.647
Temperature change,Europe,Temperature change,April,2013,2.149
Temperature change,Europe,Temperature change,April,2014,3.44
Temperature change,Europe,Temperature change,April,2015,2.036
Temperature change,Europe,Temperature change,April,2016,3.318
Temperature change,Europe,Temperature change,April,2017,2.297
Temperature change,Europe,Temperature change,April,2018,2.651
Temperature change,Europe,Temperature change,April,2019,2.776
Temperature change,Europe,Temperature change,April,2020,3.534
Temperature change,Europe,Temperature change,May,1990,0.458
Temperature change,Europe,Temperature change,May,1991,-0.973
Temperature change,Europe,Temperature change,May,1992,1.298
Temperature change,Europe,Temperature change,May,1993,0.747
Temperature change,Europe,Temperature change,May,1994,0.297
Temperature change,Europe,Temperature change,May,1995,0.827
Temperature change,Europe,Temperature change,May,1996,0.862
Temperature change,Europe,Temperature change,May,1997,1.141
Temperature change,Europe,Temperature change,May,1998,0.073
Temperature change,Europe,Temperature change,May,1999,0.544
Temperature change,Europe,Temperature change,May,2000,1.313
Temperature change,Europe,Temperature change,May,2001,1.751
Temperature change,Europe,Temperature change,May,2002,1.396
Temperature change,Europe,Temperature change,May,2003,1.733
Temperature change,Europe,Temperature change,May,2004,0.706
Temperature change,Europe,Temperature change,May,2005,1.895
Temperature change,Europe,Temperature change,May,2006,0.864
Temperature change,Europe,Temperature change,May,2007,1.772
Temperature change,Europe,Temperature change,May,2008,1.177
Temperature change,Europe,Temperature change,May,2009,1.171
Temperature change,Europe,Temperature change,May,2010,2.093
Temperature change,Europe,Temperature change,May,2011,1.888
Temperature change,Europe,Temperature change,May,2012,2.407
Temperature change,Europe,Temperature change,May,2013,2.285
Temperature change,Europe,Temperature change,May,2014,1.732
Temperature change,Europe,Temperature change,May,2015,1.74
Temperature change,Europe,Temperature change,May,2016,1.688
Temperature change,Europe,Temperature change,May,2017,0.623
Temperature change,Europe,Temperature change,May,2018,1.633
Temperature change,Europe,Temperature change,May,2019,1.526
Temperature change,Europe,Temperature change,May,2020,2.468
Temperature change,Europe,Temperature change,June,1990,0.686
Temperature change,Europe,Temperature change,June,1991,0.11
Temperature change,Europe,Temperature change,June,1992,-0.431
Temperature change,Europe,Temperature change,June,1993,0.255
Temperature change,Europe,Temperature change,June,1994,0.644
Temperature change,Europe,Temperature change,June,1995,0.696
Temperature change,Europe,Temperature change,June,1996,0.102
Temperature change,Europe,Temperature change,June,1997,0.493
Temperature change,Europe,Temperature change,June,1998,1.088
Temperature change,Europe,Temperature change,June,1999,0.609
Temperature change,Europe,Temperature change,June,2000,1.31
Temperature change,Europe,Temperature change,June,2001,0.942
Temperature change,Europe,Temperature change,June,2002,1.261
Temperature change,Europe,Temperature change,June,2003,0.816
Temperature change,Europe,Temperature change,June,2004,0.466
Temperature change,Europe,Temperature change,June,2005,1.117
Temperature change,Europe,Temperature change,June,2006,1.702
Temperature change,Europe,Temperature change,June,2007,0.878
Temperature change,Europe,Temperature change,June,2008,1.057
Temperature change,Europe,Temperature change,June,2009,0.881
Temperature change,Europe,Temperature change,June,2010,1.402
Temperature change,Europe,Temperature change,June,2011,1.829
Temperature change,Europe,Temperature change,June,2012,2.278
Temperature change,Europe,Temperature change,June,2013,1.431
Temperature change,Europe,Temperature change,June,2014,0.867
Temperature change,Europe,Temperature change,June,2015,1.647
Temperature change,Europe,Temperature change,June,2016,1.81
Temperature change,Europe,Temperature change,June,2017,1.313
Temperature change,Europe,Temperature change,June,2018,1.633
Temperature change,Europe,Temperature change,June,2019,2.039
Temperature change,Europe,Temperature change,June,2020,1.839
Temperature change,Europe,Temperature change,July,1990,0.037
Temperature change,Europe,Temperature change,July,1991,0.914
Temperature change,Europe,Temperature change,July,1992,-0.238
Temperature change,Europe,Temperature change,July,1993,0.36
Temperature change,Europe,Temperature change,July,1994,0.579
Temperature change,Europe,Temperature change,July,1995,0.526
Temperature change,Europe,Temperature change,July,1996,0.538
Temperature change,Europe,Temperature change,July,1997,-0.206
Temperature change,Europe,Temperature change,July,1998,1.25
Temperature change,Europe,Temperature change,July,1999,1.363
Temperature change,Europe,Temperature change,July,2000,0.436
Temperature change,Europe,Temperature change,July,2001,1.464
Temperature change,Europe,Temperature change,July,2002,1.246
Temperature change,Europe,Temperature change,July,2003,1.17
Temperature change,Europe,Temperature change,July,2004,0.476
Temperature change,Europe,Temperature change,July,2005,1.175
Temperature change,Europe,Temperature change,July,2006,0.866
Temperature change,Europe,Temperature change,July,2007,1.128
Temperature change,Europe,Temperature change,July,2008,0.791
Temperature change,Europe,Temperature change,July,2009,0.571
Temperature change,Europe,Temperature change,July,2010,1.997
Temperature change,Europe,Temperature change,July,2011,1.21
Temperature change,Europe,Temperature change,July,2012,1.584
Temperature change,Europe,Temperature change,July,2013,1.117
Temperature change,Europe,Temperature change,July,2014,0.658
Temperature change,Europe,Temperature change,July,2015,0.892
Temperature change,Europe,Temperature change,July,2016,1.626
Temperature change,Europe,Temperature change,July,2017,0.649
Temperature change,Europe,Temperature change,July,2018,1.357
Temperature change,Europe,Temperature change,July,2019,0.766
Temperature change,Europe,Temperature change,July,2020,1.344
Temperature change,Europe,Temperature change,August,1990,0.319
Temperature change,Europe,Temperature change,August,1991,0.564
Temperature change,Europe,Temperature change,August,1992,0.25
Temperature change,Europe,Temperature change,August,1993,-0.044
Temperature change,Europe,Temperature change,August,1994,0.251
Temperature change,Europe,Temperature change,August,1995,1.138
Temperature change,Europe,Temperature change,August,1996,-0.198
Temperature change,Europe,Temperature change,August,1997,0.732
Temperature change,Europe,Temperature change,August,1998,0.969
Temperature change,Europe,Temperature change,August,1999,0.004
Temperature change,Europe,Temperature change,August,2000,0.957
Temperature change,Europe,Temperature change,August,2001,1.24
Temperature change,Europe,Temperature change,August,2002,0.752
Temperature change,Europe,Temperature change,August,2003,1.675
Temperature change,Europe,Temperature change,August,2004,0.47
Temperature change,Europe,Temperature change,August,2005,0.749
Temperature change,Europe,Temperature change,August,2006,0.628
Temperature change,Europe,Temperature change,August,2007,1.704
Temperature change,Europe,Temperature change,August,2008,1.097
Temperature change,Europe,Temperature change,August,2009,0.71
Temperature change,Europe,Temperature change,August,2010,1.392
Temperature change,Europe,Temperature change,August,2011,0.864
Temperature change,Europe,Temperature change,August,2012,0.816
Temperature change,Europe,Temperature change,August,2013,1.26
Temperature change,Europe,Temperature change,August,2014,1.358
Temperature change,Europe,Temperature change,August,2015,1.214
Temperature change,Europe,Temperature change,August,2016,1.819
Temperature change,Europe,Temperature change,August,2017,1.638
Temperature change,Europe,Temperature change,August,2018,1.6
Temperature change,Europe,Temperature change,August,2019,1.304
Temperature change,Europe,Temperature change,August,2020,1.357
Temperature change,Europe,Temperature change,September,1990,0.278
Temperature change,Europe,Temperature change,September,1991,0.624
Temperature change,Europe,Temperature change,September,1992,-0.472
Temperature change,Europe,Temperature change,September,1993,-0.991
Temperature change,Europe,Temperature change,September,1994,0.939
Temperature change,Europe,Temperature change,September,1995,0.434
Temperature change,Europe,Temperature change,September,1996,-1.492
Temperature change,Europe,Temperature change,September,1997,0.227
Temperature change,Europe,Temperature change,September,1998,-0.523
Temperature change,Europe,Temperature change,September,1999,0.449
Temperature change,Europe,Temperature change,September,2000,0.121
Temperature change,Europe,Temperature change,September,2001,-0.105
Temperature change,Europe,Temperature change,September,2002,0.203
Temperature change,Europe,Temperature change,September,2003,1.092
Temperature change,Europe,Temperature change,September,2004,0.868
Temperature change,Europe,Temperature change,September,2005,1.673
Temperature change,Europe,Temperature change,September,2006,1.593
Temperature change,Europe,Temperature change,September,2007,1.116
Temperature change,Europe,Temperature change,September,2008,0.163
Temperature change,Europe,Temperature change,September,2009,1.581
Temperature change,Europe,Temperature change,September,2010,0.44
Temperature change,Europe,Temperature change,September,2011,1.1
Temperature change,Europe,Temperature change,September,2012,1.477
Temperature change,Europe,Temperature change,September,2013,-0.005
Temperature change,Europe,Temperature change,September,2014,0.502
Temperature change,Europe,Temperature change,September,2015,1.33
Temperature change,Europe,Temperature change,September,2016,2.12
Temperature change,Europe,Temperature change,September,2017,0.563
Temperature change,Europe,Temperature change,September,2018,1.865
Temperature change,Europe,Temperature change,September,2019,0.922
Temperature change,Europe,Temperature change,September,2020,2.353
Temperature change,Europe,Temperature change,October,1990,0.543
Temperature change,Europe,Temperature change,October,1991,1.158
Temperature change,Europe,Temperature change,October,1992,-0.793
Temperature change,Europe,Temperature change,October,1993,0.016
Temperature change,Europe,Temperature change,October,1994,1.984
Temperature change,Europe,Temperature change,October,1995,2.134
Temperature change,Europe,Temperature change,October,1996,0.662
Temperature change,Europe,Temperature change,October,1997,1.802
Temperature change,Europe,Temperature change,October,1998,-0.279
Temperature change,Europe,Temperature change,October,1999,1.237
Temperature change,Europe,Temperature change,October,2000,0.414
Temperature change,Europe,Temperature change,October,2001,0.87
Temperature change,Europe,Temperature change,October,2002,0.094
Temperature change,Europe,Temperature change,October,2003,1.281
Temperature change,Europe,Temperature change,October,2004,0.814
Temperature change,Europe,Temperature change,October,2005,2.555
Temperature change,Europe,Temperature change,October,2006,0.783
Temperature change,Europe,Temperature change,October,2007,2.293
Temperature change,Europe,Temperature change,October,2008,2.763
Temperature change,Europe,Temperature change,October,2009,1.671
Temperature change,Europe,Temperature change,October,2010,1.16
Temperature change,Europe,Temperature change,October,2011,2.642
Temperature change,Europe,Temperature change,October,2012,1.785
Temperature change,Europe,Temperature change,October,2013,1.034
Temperature change,Europe,Temperature change,October,2014,0.404
Temperature change,Europe,Temperature change,October,2015,0.939
Temperature change,Europe,Temperature change,October,2016,0.558
Temperature change,Europe,Temperature change,October,2017,1.204
Temperature change,Europe,Temperature change,October,2018,3.553
Temperature change,Europe,Temperature change,October,2019,2.339
Temperature change,Europe,Temperature change,October,2020,2.765
Temperature change,Europe,Temperature change,November,1990,1.758
Temperature change,Europe,Temperature change,November,1991,0.874
Temperature change,Europe,Temperature change,November,1992,-0.913
Temperature change,Europe,Temperature change,November,1993,-1.986
Temperature change,Europe,Temperature change,November,1994,0.313
Temperature change,Europe,Temperature change,November,1995,2.027
Temperature change,Europe,Temperature change,November,1996,2.455
Temperature change,Europe,Temperature change,November,1997,0.133
Temperature change,Europe,Temperature change,November,1998,-3.13
Temperature change,Europe,Temperature change,November,1999,-0.116
Temperature change,Europe,Temperature change,November,2000,-0.312
Temperature change,Europe,Temperature change,November,2001,2.635
Temperature change,Europe,Temperature change,November,2002,0.942
Temperature change,Europe,Temperature change,November,2003,0.576
Temperature change,Europe,Temperature change,November,2004,2.674
Temperature change,Europe,Temperature change,November,2005,3.41
Temperature change,Europe,Temperature change,November,2006,2.014
Temperature change,Europe,Temperature change,November,2007,1.834
Temperature change,Europe,Temperature change,November,2008,2.787
Temperature change,Europe,Temperature change,November,2009,0.797
Temperature change,Europe,Temperature change,November,2010,3.124
Temperature change,Europe,Temperature change,November,2011,1.267
Temperature change,Europe,Temperature change,November,2012,2.457
Temperature change,Europe,Temperature change,November,2013,4.37
Temperature change,Europe,Temperature change,November,2014,1.468
Temperature change,Europe,Temperature change,November,2015,1.888
Temperature change,Europe,Temperature change,November,2016,-0.363
Temperature change,Europe,Temperature change,November,2017,2.215
Temperature change,Europe,Temperature change,November,2018,1.67
Temperature change,Europe,Temperature change,November,2019,1.697
Temperature change,Europe,Temperature change,November,2020,4.611
Temperature change,Europe,Temperature change,December,1990,0.573
Temperature change,Europe,Temperature change,December,1991,0.213
Temperature change,Europe,Temperature change,December,1992,1.412
Temperature change,Europe,Temperature change,December,1993,-0.089
Temperature change,Europe,Temperature change,December,1994,-0.234
Temperature change,Europe,Temperature change,December,1995,0.633
Temperature change,Europe,Temperature change,December,1996,-0.304
Temperature change,Europe,Temperature change,December,1997,-1.045
Temperature change,Europe,Temperature change,December,1998,0.399
Temperature change,Europe,Temperature change,December,1999,2.398
Temperature change,Europe,Temperature change,December,2000,-0.524
Temperature change,Europe,Temperature change,December,2001,-0.654
Temperature change,Europe,Temperature change,December,2002,-2.81
Temperature change,Europe,Temperature change,December,2003,3.151
Temperature change,Europe,Temperature change,December,2004,-0.323
Temperature change,Europe,Temperature change,December,2005,1.146
Temperature change,Europe,Temperature change,December,2006,3.472
Temperature change,Europe,Temperature change,December,2007,2.725
Temperature change,Europe,Temperature change,December,2008,1.992
Temperature change,Europe,Temperature change,December,2009,-1.295
Temperature change,Europe,Temperature change,December,2010,-1.12
Temperature change,Europe,Temperature change,December,2011,2.977
Temperature change,Europe,Temperature change,December,2012,-1.289
Temperature change,Europe,Temperature change,December,2013,4.189
Temperature change,Europe,Temperature change,December,2014,2.299
Temperature change,Europe,Temperature change,December,2015,3.875
Temperature change,Europe,Temperature change,December,2016,0.798
Temperature change,Europe,Temperature change,December,2017,3.156
Temperature change,Europe,Temperature change,December,2018,1.068
Temperature change,Europe,Temperature change,December,2019,2.946
Temperature change,Europe,Temperature change,December,2020,1.675
Temperature change,China,Temperature change,January,1990,1.046
Temperature change,China,Temperature change,January,1991,1.071
Temperature change,China,Temperature change,January,1992,1.236
Temperature change,China,Temperature change,January,1993,-0.176
Temperature change,China,Temperature change,January,1994,1.295
Temperature change,China,Temperature change,January,1995,0.5
Temperature change,China,Temperature change,January,1996,0.44
Temperature change,China,Temperature change,January,1997,1.296
Temperature change,China,Temperature change,January,1998,0.128
Temperature change,China,Temperature change,January,1999,2.372
Temperature change,China,Temperature change,January,2000,0.176
Temperature change,China,Temperature change,January,2001,0.72
Temperature change,China,Temperature change,January,2002,2.777
